RepoName;RepoType;GitHubLanguages
Roobiq/RBQFetchedResultsController;NonML;Objective-C,Swift,Ruby
RoverWire/virtualhost;NonML;Shell
Roylee-ML/SwipeTableView;NonML;Objective-C,Ruby
RubyLouvre/avalon;NonML;JavaScript
RuedigerMoeller/fast-serialization;NonML;Java,JavaScript,Shell
Rydgel/Fake-images-please;NonML;Python,SCSS,Ruby
SECFORCE/Tunna;NonML;Python,Java,ASP.NET
SKempin/reactjs-tmdb-app;NonML;JavaScript,SCSS
STRML/strml.net;NonML;JavaScript
SVGKit/SVGKit;NonML;Objective-C,C,Swift
SalomonBrys/ANR-WatchDog;NonML;Java
SamHerbert/SVG-Loaders;NonML;
SamVerschueren/listr;NonML;JavaScript
SangKa/MobX-Docs-CN;NonML;JavaScript,Shell
SaraVieira/make-frontend-shit-again;NonML;Vue,JavaScript
SassDoc/sassdoc;NonML;JavaScript,SCSS,Makefile
Scanate/EthList;NonML;
Schachte/Mermrender;NonML;JavaScript,Dockerfile
SecWiki/linux-kernel-exploits;NonML;C,Python,Shell
SecWiki/sec-chart;NonML;
Serhioromano/bootstrap-calendar;NonML;JavaScript,Less,Hack
SermoDigital/jose;NonML;Go,Shell
ServiceStack/redis-windows;NonML;Shell,Ruby
SeyZ/jsonapi-serializer;NonML;JavaScript
ShamylZakariya/FlyoutMenus;NonML;Java
ShapeLab/SwarmUI;NonML;C++,C,Objective-C
ShiqiYu/libfacedetection;NonML;C++,CMake,Python
ShizukuIchi/winXP;NonML;JavaScript
Shmoopi/iOS-System-Services;NonML;Objective-C,C,Ruby
Shopify/dashing;NonML;JavaScript,Ruby,CoffeeScript
Shopify/go-lua;NonML;Go,Lua
Shougo/neocomplete.vim;NonML;Vim script
Shougo/unite.vim;NonML;Vim script,Python
Show-Me-the-Code/python;NonML;Python,Jupyter Notebook,C++
ShuLiu1993/PANet;NonML;Python,Cuda,C
Shujian2015/FreeML;NonML;
SilenceDut/KnowWeather;NonML;Java,Python
SilenceIM/Silence;NonML;Java,Python,Shell
SimonVT/schematic;NonML;Java,Kotlin
Sioxas/vue-music;NonML;Vue,Less,JavaScript
SirVer/ultisnips;NonML;Python,Vim script,Makefile
SlapBot/stephanie-va;NonML;Python,Batchfile
Smith-Cruise/Spring-Boot-Shiro;NonML;Java
SnapKit/Masonry;NonML;Objective-C,Ruby,Shell
Snorby/snorby;NonML;JavaScript,Ruby
Song-Li/cross_browser;NonML;JavaScript,CoffeeScript,Python
SophonPlus/ChineseNlpCorpus;NonML;Jupyter Notebook
SoySauceLab/CollectionKit;NonML;Swift,Ruby
SparkPost/heml;NonML;JavaScript
SpiderLabs/ModSecurity-nginx;NonML;Perl,C,Shell
SpringCloud/spring-cloud-document;NonML;
SqueezerIO/squeezer;NonML;JavaScript
StackExchange/NetGain;NonML;C#,PowerShell,Batchfile
StackExchange/blackbox;NonML;Go,Shell,Makefile
StephenCleary/AsyncEx;NonML;C#
StephenGrider/ReduxCasts;NonML;JavaScript
StephenGrider/ReduxSimpleStarter;NonML;JavaScript
Stereobit/dragend;NonML;JavaScript,Makefile
Steveice10/FBI;NonML;C,Python,C++
Streamedian/html5_rtsp_player;NonML;JavaScript
Subash/Prepros;NonML;JavaScript,NSIS,Ruby
SublimeText-Markdown/MarkdownEditing;NonML;Python,Batchfile
SublimeText/CTags;NonML;Python,Java
SublimeText/TrailingSpaces;NonML;Python
SundeepK/CompactCalendarView;NonML;Java
Sunnyyoung/WeChatTweak-macOS;NonML;Objective-C,JavaScript,Makefile
Sunzxyong/Recovery;NonML;Java
Sunzxyong/Tiny;NonML;C,Assembly,Java
Sutto/rocket_pants;NonML;Ruby
Swall0w/torchstat;NonML;Python
SwiftKitz/Appz;NonML;Swift,Ruby
SwiftValidatorCommunity/SwiftValidator;NonML;Swift,Ruby,Objective-C
SwiftyJSON/Alamofire-SwiftyJSON;NonML;Swift,Ruby,Objective-C
SwooleDistributed/SwooleDistributed;NonML;PHP,JavaScript,Shell
SySS-Research/Seth;NonML;Python,Shell
Synzvato/decentraleyes;NonML;JavaScript
TBXark/TKRubberIndicator;NonML;Swift,Ruby
TKkk-iOSer/WeChatPlugin-MacOS;NonML;Objective-C,Shell,Python
TKkk-iOSer/WeChatPlugin-iOS;NonML;Objective-C,Logos,Shell
TUNER88/iOSSystemSoundsLibrary;NonML;Objective-C
TahaSh/vue-paginate;NonML;JavaScript
TangXiaoLv/Android-Easy-MultiDex;NonML;Java,Groovy
TangoAgency/material-intro-screen;NonML;Java
Tapadoo/Alerter;NonML;Kotlin,Java
TaranVH/2nd-keyboard;NonML;AutoHotkey,C,Lua
Tencent/FAutoTest;NonML;Python
Tencent/GT;NonML;Java,JavaScript,Objective-C
Tencent/MLeaksFinder;NonML;Objective-C,Ruby
Tencent/PhoenixGo;NonML;C++,Python,Shell
Tencent/QMUI_Web;NonML;JavaScript,SCSS
Tencent/RapidView;NonML;Java,Lua,TypeScript
Tencent/phxpaxos;NonML;C++,Python,Makefile
TencentYoutuResearch/FaceDetection-DSFD;NonML;
Terminals-Origin/Terminals;NonML;C#,PowerShell,Makefile
TheCherno/Sparky;NonML;C++,C,GLSL
TheFinestArtist/FinestWebView-Android;NonML;Kotlin
TheRook/subbrute;NonML;Python
ThemeFuse/Unyson;NonML;PHP,JavaScript,Shell
TimOliver/TOWebViewController;NonML;Objective-C,Ruby
TomAnthony/itermocil;NonML;Python
Tophold/FinancialCustomerView;NonML;Java,Kotlin
TouchScript/TouchScript;NonML;C#,Shell,C
Touchwonders/Transition;NonML;Swift,Objective-C,Ruby
ToxicBakery/ViewPagerTransforms;NonML;Kotlin
Transmode/gradle-docker;NonML;Groovy,Java,Dockerfile
Trixieapp/react-virgin;NonML;JavaScript,Objective-C,Python
TrueFurby/go-callvis;NonML;Go,Makefile
TwoLivesLeft/Menu;NonML;Swift,Ruby
Tylous/SniffAir;NonML;Python,Shell
TypeStrong/atom-typescript;NonML;TypeScript,Less,JavaScript
UDST/vizicities;NonML;JavaScript
UFreedom/FloatingView;NonML;Java
USArmyResearchLab/Dshell;NonML;Python,Dockerfile,Shell
Udinic/AccountAuthenticator;NonML;Java
UnaPibaGeek/ctfr;NonML;Python
UrbanApps/Armchair;NonML;Swift,Ruby,Objective-C
Urigo/angular-meteor;NonML;Dockerfile,Shell
ValdikSS/GoodbyeDPI;NonML;C,Makefile
ValdikSS/blockcheck;NonML;Python
ValveSoftware/steam-for-linux;NonML;
Vanthink-UED/vue-core-image-upload;NonML;Vue,Less,JavaScript
VerbalExpressions/CSharpVerbalExpressions;NonML;C#
VerbalExpressions/JavaVerbalExpressions;NonML;Java,Shell
Victory-Over/SuperWeb;NonML;Java,JavaScript
ViennaRSS/vienna-rss;NonML;Objective-C,Swift,Shell
VincentGarreau/particles.js;NonML;JavaScript
VincentSit/ChinaMobilePhoneNumberRegex;NonML;
VundleVim/Vundle.vim;NonML;Vim script,Erlang
WICG/BackgroundSync;NonML;
WOA-Project/WoA-Installer-Rpi;NonML;C#
WVector/AppUpdate;NonML;Java,Kotlin
WWILLV/GodOfHacker;NonML;C#
WeMobileDev/article;NonML;
WeiChiaChang/stacks-cli;NonML;JavaScript,Dockerfile
WillKoehrsen/feature-selector;NonML;Jupyter Notebook,Python
WillkYang/YYStock;NonML;Objective-C,C,Ruby
WillkYang/Y_KLine;NonML;Objective-C,C,Ruby
WiringPi/WiringPi;NonML;C,Makefile,Shell
Wisembly/elephant.io;NonML;PHP,JavaScript
WolframHempel/photobooth-js;NonML;JavaScript
Workiva/go-datastructures;NonML;Go,Python,Dockerfile
WrBug/DeveloperHelper;NonML;Kotlin,C++,C
Wramberg/TerminalView;NonML;Python
WritingMinds/ffmpeg-android-java;NonML;Java,Makefile,Shell
XBeats/and_swipeback;NonML;Java
XXApple/AndroidLibs;NonML;
Xeroday/Spotify-Ad-Blocker;NonML;C#
XiphosResearch/exploits;NonML;Python,PHP,Shell
Y-Vladimir/SmartDeblur;NonML;C++,C,CMake
YadiraF/PRNet;NonML;Python
Yalantis/ColorMatchTabs;NonML;Swift,Ruby,Objective-C
Yalantis/Context-Menu.Android;NonML;Kotlin
Yalantis/FoldingTabBar.iOS;NonML;Objective-C,Swift,Ruby
Yalantis/Koloda;NonML;Swift,Ruby,Objective-C
Yalantis/PullToMakeSoup;NonML;Objective-C,Swift,Ruby
Yalantis/PullToRefresh;NonML;Swift,Ruby,Objective-C
Yalantis/SearchFilter;NonML;Kotlin,Java
Yalantis/Side-Menu.Android;NonML;Java
Yink/Amadeus;NonML;Java
Yinzo/SmartQQBot;NonML;Python,Dockerfile
Yixiaohan/codeparkshare;NonML;
YodasMyDad/mvcforum;NonML;JavaScript,C#,SCSS
Yomguithereal/baobab;NonML;JavaScript,TypeScript
YongHaoWu/NeteaseCloudMusicFlac;NonML;Python
You2php/you2php;NonML;
YouCanBookMe/react-datetime;NonML;JavaScript,TypeScript
YouXianMing/Animations;NonML;Objective-C,C,Objective-C++
YouXianMing/YoCelsius;NonML;Objective-C,Objective-C++,C++
ZBar/ZBar;NonML;C,Objective-C,C++
ZHENFENG13/perfect-ssm;NonML;Java
Zewo/Venice;NonML;Swift
Zewo/Zewo;NonML;Swift
ZhaoKaiQiang/KLog;NonML;Java
ZhuFaner/shadowsocks-manage-system;NonML;PHP,ApacheConf
a0rtega/pafish;NonML;C
a2888409/face2face;NonML;Java,Protocol Buffer,Batchfile
aaditmshah/augment;NonML;JavaScript
aappleby/smhasher;NonML;C++,C,CMake
aaronjanse/asciidots;NonML;Python,Nix,Dockerfile
aaronsw/html2text;NonML;Python
abarisain/dmix;NonML;Java
abewley/sort;NonML;Python
abh/geodns;NonML;Go,Shell,Makefile
abntex/abntex2;NonML;Shell,Makefile
abpetkov/switchery;NonML;JavaScript,Makefile
abraham/twitteroauth;NonML;PHP
abseil/abseil-py;NonML;Python,Starlark,Shell
acdlite/react-fiber-architecture;NonML;
acdlite/recompose;NonML;JavaScript
acgotaku/BaiduExporter;NonML;
adaltas/node-csv;NonML;CoffeeScript,JavaScript,TypeScript
adam-p/markdown-here;NonML;JavaScript,Makefile
adamcooke/procodile;NonML;Ruby
adamtornhill/code-maat;NonML;Clojure,Dockerfile
adapta-project/adapta-gtk-theme;NonML;Makefile,Shell,M4
adblockradio/stream-audio-fingerprint;NonML;TypeScript,JavaScript
addy-dclxvi/almighty-dotfiles;NonML;C,Shell,Python
addyosmani/es6-tools;NonML;
ademilter/bricklayer;NonML;TypeScript,JavaScript
adleroliveira/dreamjs;NonML;JavaScript
adnzzzzZ/blog;NonML;
adobe-fonts/source-han-sans;NonML;
adobe-fonts/source-han-serif;NonML;Shell
adobe-webplatform/dropcap.js;NonML;JavaScript
adoxa/ansicon;NonML;C,Batchfile
adriancooney/voyeur.js;NonML;JavaScript
adrianmihalko/ch340g-ch34g-ch34x-mac-os-x-driver;NonML;Ruby
adrielcafe/AndroidAudioConverter;NonML;Java
adtac/commento;NonML;Go,JavaScript,SCSS
advancedlogic/go-freeling;NonML;Go,C++
aehlke/tag-it;NonML;JavaScript,Shell
aergoio/litetree;NonML;C,Python,Makefile
afc163/fanyi;NonML;JavaScript
afollestad/photo-affix;NonML;Kotlin
afonsof/jenkins-material-theme;NonML;JavaScript,Shell,Java
aftertheflood/sparks;NonML;Python
ageitgey/node-unfluff;NonML;CoffeeScript,Makefile,JavaScript
agens-no/AGGeometryKit-POP;NonML;Objective-C,Ruby
agermanidis/livepython;NonML;JavaScript,Python
agrosner/DBFlow;NonML;Kotlin,Java
ai/easings.net;NonML;TypeScript,JavaScript,Pug
ai/visibilityjs;NonML;JavaScript
airbnb/DeepLinkDispatch;NonML;Java,Kotlin
airbnb/react-sketchapp;NonML;TypeScript,JavaScript
airesvsg/acf-to-rest-api;NonML;PHP,JavaScript
airingursb/bilibili-user;NonML;Python
ajalt/fuckitpy;NonML;Python
ajdamico/asdfree;NonML;R,Shell
ajh17/VimCompletesMe;NonML;Vim script
akavel/up;NonML;Go
akiran/react-highlight;NonML;JavaScript
akosma/SwiftMoment;NonML;Swift,Ruby,Shell
akshaykmr/hogwatch;NonML;JavaScript,Vue,Python
akxcv/vuera;NonML;JavaScript
alan345/naperg;NonML;TypeScript,JavaScript
alanning/meteor-roles;NonML;JavaScript
alanshaw/markdown-pdf;NonML;JavaScript
alash3al/redix;NonML;Go,Dockerfile,HCL
alash3al/sqler;NonML;Go,HCL,Dockerfile
albanie/convnet-burden;NonML;MATLAB,Shell
albrow/fo;NonML;Go,Logos
alco/gostart;NonML;
aldeed/meteor-autoform;NonML;JavaScript
aldeed/meteor-collection2;NonML;JavaScript
alecthomas/entityx;NonML;C++,CMake,Shell
alecthomas/gometalinter;NonML;Go,Shell,Assembly
alexanderdickson/waitForImages;NonML;JavaScript
alexazhou/VeryNginx;NonML;Lua,JavaScript,Python
alexcrichton/futures-await;NonML;Rust,Shell
alexdrone/Render;NonML;Swift,Objective-C++,Objective-C
alexei/sprintf.js;NonML;JavaScript
alexfernandez/loadtest;NonML;JavaScript
alexgibson/notify.js;NonML;JavaScript
alexjlockwood/adp-delightful-details;NonML;Java
alexk111/ngImgCrop;NonML;JavaScript
alexylem/jarvis;NonML;Shell,Python,Perl
alexyoung/ircd.js;NonML;JavaScript,Makefile
alfajango/jquery-dynatable;NonML;JavaScript
algolia/autocomplete.js;NonML;TypeScript,SCSS,JavaScript
algomystic/TheParallaxView;NonML;C#,ShaderLab
alibaba/BeeHive;NonML;Objective-C,C,Ruby
alibaba/Tangram-iOS;NonML;Objective-C,Ruby,Python
alibaba/UltraViewPager;NonML;Java
alibaba/anyproxy;NonML;JavaScript,Shell
alibaba/cobar;NonML;Java,JavaScript,Shell
alibaba/f2etest;NonML;JavaScript,Java,VBScript
alibaba/otter;NonML;Java,JavaScript,Shell
alibaba/yugong;NonML;Java,Shell,Batchfile
alichtman/stronghold;NonML;Python
alidcastano/rogue.js;NonML;JavaScript,TypeScript
alinz/react-native-dropdown;NonML;JavaScript,Objective-C,Java
alinz/react-native-webview-bridge;NonML;Objective-C,JavaScript,Java
alivebao/clean-code-js;NonML;
aljosa/django-tinymce;NonML;JavaScript,Python,Shell
allenai/bi-att-flow;NonML;Python,Jupyter Notebook,Shell
allenai/bilm-tf;NonML;Python,Dockerfile,Shell
allure-framework/allure1;NonML;Java,Groovy,JavaScript
alols/xcape;NonML;C,Roff,Makefile
alpaca-lang/alpaca;NonML;Erlang,OCaml,Shell
altercation/vim-colors-solarized;NonML;Vim script
aluzzardi/wssh;NonML;JavaScript,Python
alvarotrigo/pagePiling.js;NonML;JavaScript
amatsuda/jb;NonML;Ruby,JavaScript,Shell
ameizi/DevArticles;NonML;Shell,Vim script,Python
amhoho/electron-cn-docs;NonML;JavaScript,Batchfile
amireh/happypack;NonML;JavaScript,CoffeeScript
amirzaidi/Launcher3;NonML;Java,Python,Makefile
amitshekhariitbhu/Fast-Android-Networking;NonML;Java
amoeba-rb/amoeba;NonML;Ruby
amoffat/snake;NonML;Python,Vim script
amonapp/amon;NonML;Python,JavaScript,Shell
amranidev/scaffold-interface;NonML;PHP,JavaScript
amro/gibbon;NonML;Ruby
amueller/introduction_to_ml_with_python;NonML;Jupyter Notebook,Python
amzn/alexa-skills-kit-js;NonML;
amzn/amazon-dsstne;NonML;C++,Cuda,Java
andlabs/ui;NonML;Go,C,C++
andreafrancia/trash-cli;NonML;Python,Shell
andreamazz/BubbleTransition;NonML;Swift,Ruby,Objective-C
andreberg/Meslo-Font;NonML;
andrejbauer/plzoo;NonML;OCaml,Standard ML,Prolog
andrew-d/static-binaries;NonML;Shell,Makefile,C
andrewfiorillo/sketch-palettes;NonML;JavaScript
andrewrk/groovebasin;NonML;JavaScript,Stylus,Shell
andrewssobral/bgslibrary;NonML;C++,Java,CMake
andrewt3000/DL4NLP;NonML;
android-cn/android-jobs;NonML;
android-hacker/exposed;NonML;Java
android-notes/Cockroach;NonML;Java
androidstarters/kotlin-android-starter;NonML;Kotlin
androidthings/contrib-drivers;NonML;Java
andydbc/HologramShader;NonML;C#,HLSL,ShaderLab
andyearnshaw/Intl.js;NonML;JavaScript,Batchfile
andygrove/datafusion;NonML;Rust,Shell,Dockerfile
andytill/erlyberly;NonML;Java,Erlang
anggrayudi/android-hidden-api;NonML;Java,Kotlin
angular-app/angular-app;NonML;JavaScript
angular-fullstack/generator-angular-fullstack;NonML;JavaScript,TypeScript,Shell
angular-gantt/angular-gantt;NonML;TypeScript,JavaScript
angular-ui/bootstrap;NonML;JavaScript
angular-ui/ui-calendar;NonML;JavaScript
angular-ui/ui-select;NonML;JavaScript,Shell
angular-wizard/angular-wizard;NonML;JavaScript
angular/angular-seed;NonML;JavaScript
angular/react-native-renderer;NonML;TypeScript,JavaScript,Shell
anishathalye/git-remote-dropbox;NonML;Python,Shell
anjia0532/gcr.io_mirror;NonML;
anshooarora/extentreports-java;NonML;Java,FreeMarker
ansible/ansible-container;NonML;Python,Shell,Dockerfile
ant0ine/go-json-rest;NonML;Go
antiguab/BATabBarController;NonML;Swift,Ruby
antirez/kilo;NonML;C,Makefile
antirez/lamernews;NonML;Ruby,JavaScript
antitypical/Result;NonML;Swift,Ruby,C
antonholmquist/jason;NonML;Go
antoniogarrote/rdfstore-js;NonML;JavaScript,Ruby,Shell
antoniolg/androidmvp;NonML;Java,Kotlin
antonmedv/fx;NonML;JavaScript
antonmedv/red;NonML;Go,HCL
antonycourtney/tad;NonML;JavaScript,Shell
anttiviljami/browser-autofill-phishing;NonML;JavaScript
anvaka/atree;NonML;JavaScript
anvaka/fieldplay;NonML;JavaScript,Vue,Stylus
anvaka/ngraph;NonML;
anvaka/pm;NonML;JavaScript,Less,Shell
aoapc-book/aoapc-bac2nd;NonML;C++
aosabook/500lines;NonML;JavaScript,Python,Haskell
aosp-mirror/platform_development;NonML;Python,Java,C++
aosp-mirror/platform_frameworks_support;NonML;Java,Kotlin,Python
apache/incubator-pagespeed-ngx;NonML;C++,Shell,Dockerfile
apachecn/feature-engineering-for-ml-zh;NonML;JavaScript,Shell,Dockerfile
apachecn/hands-on-ml-zh;NonML;JavaScript,Python,Shell
aphyr/distsys-class;NonML;
aploium/zmirror;NonML;Python
apollographql/apollo-link-state;NonML;TypeScript,JavaScript
arachnys/athenapdf;NonML;Go,JavaScript,Makefile
arasatasaygin/is.js;NonML;JavaScript
arashpayan/appirater;NonML;Objective-C
arbox/nlp-with-ruby;NonML;Ruby
arc90/git-sweep;NonML;Python
architv/soccer-cli;NonML;Python
arcticicestudio/nord;NonML;JavaScript
ardagnir/athame;NonML;C,Shell
areski/python-nvd3;NonML;Python,Makefile,Shell
argusdusty/Ferret;NonML;Go
arimorty/floatingsearchview;NonML;Java,Kotlin
ariok/BWWalkthrough;NonML;Swift,Objective-C,Ruby
arismelachroinos/lscript;NonML;Shell
aritraroy/Flashbar;NonML;Kotlin,Java
aritraroy/PinLockView;NonML;Java
armcha/Space-Navigation-View;NonML;Java
arnauddri/algorithms;NonML;Go
arnehilmann/markdeck;NonML;Shell,SCSS,Lua
aroc/side-comments;NonML;JavaScript
arrilot/laravel-widgets;NonML;PHP
arsduo/koala;NonML;Ruby
artur-shaik/vim-javacomplete2;NonML;Vim script,Java,Smarty
arturadib/agility;NonML;JavaScript
arut/nginx-rtmp-module;NonML;C,XSLT,C++
arv/ExplorerCanvas;NonML;JavaScript
arvindr21/diskDB;NonML;JavaScript
aryaxt/iOS-Slide-Menu;NonML;Objective-C,Ruby
asLody/legend;NonML;Java,C++,C
asaini/Apriori;NonML;Python
asamy/ksm;NonML;C,Assembly,Makefile
asaskevich/govalidator;NonML;Go
asciidisco/web-conferences-2018;NonML;
asciimoo/drawille;NonML;Python
asciinema/asciicast2gif;NonML;Clojure,JavaScript,Shell
asciinema/asciinema-server;NonML;Elixir,SCSS,JavaScript
asdine/storm;NonML;Go
asfktz/autodll-webpack-plugin;NonML;JavaScript
ashleymcnamara/gophers;NonML;Go
asimlqt/php-google-spreadsheet-client;NonML;PHP
aslanyanhaik/youtube-iOS;NonML;Swift
asm-js/validator;NonML;JavaScript,Shell
asmallteapot/cocoapods-playgrounds;NonML;Ruby
asobti/kube-monkey;NonML;Go,Mustache,Makefile
aspnet/AspNetCore;NonML;C#,JavaScript,C++
assaf/vanity;NonML;Ruby,JavaScript
assaf/zombie;NonML;JavaScript,CoffeeScript
astaxie/gopkg;NonML;Go
asyl/ArcAnimator;NonML;Java
atian25/blog;NonML;
atilika/kuromoji;NonML;Java
atmos/heaven;NonML;Ruby,Shell
atom-community/sync-settings;NonML;JavaScript,CoffeeScript,Less
attentiveness/reading;NonML;JavaScript,Objective-C,Java
auchenberg/chrome-devtools-app;NonML;JavaScript,Python,Java
audiocogs/aurora.js;NonML;CoffeeScript,JavaScript,Makefile
audiorouterdev/audio-router;NonML;C++,C
audreyt/node-webworker-threads;NonML;C++,C,JavaScript
auduno/clmtrackr;NonML;JavaScript
aurelia/skeleton-navigation;NonML;JavaScript,TypeScript,C#
avast/android-styled-dialogs;NonML;Java
avoidwork/filesize.js;NonML;JavaScript,TypeScript
aweary/react-copy-write;NonML;JavaScript
awjuliani/DeepRL-Agents;NonML;Jupyter Notebook,Python
aws-samples/aws-big-data-blog;NonML;Java,JavaScript,WebAssembly
aws-samples/aws-mobile-react-native-starter;NonML;JavaScript,Objective-C,Starlark
awslabs/aws-cognito-angular-quickstart;NonML;TypeScript,Shell,JavaScript
awslabs/aws-shell;NonML;Python,Makefile
axemclion/IndexedDBShim;NonML;JavaScript,Shell
axkibe/lsyncd;NonML;Lua,C,CMake
azat-co/expressworks;NonML;JavaScript
azat-co/practicalnode;NonML;JavaScript,Shell,Makefile
aziz/PlainTasks;NonML;Python
azukiapp/azk;NonML;JavaScript,Shell,Makefile
baasbox/baasbox;NonML;Java,JavaScript,Scala
babel/babel-sublime;NonML;JavaScript,Python
babel/babelify;NonML;JavaScript
babel/gulp-babel;NonML;JavaScript
babylikebird/Micro-Service-Skeleton;NonML;Java,Batchfile
babylikebird/owspace;NonML;Java
backstrokeapp/server;NonML;JavaScript,Dockerfile
badoo/android-weak-handler;NonML;Java
bagder/http2-explained;NonML;
baidu/tera;NonML;C++,Python,C
baidu/uid-generator;NonML;Java
baijunjie/PhotoClip.js;NonML;JavaScript
bailicangdu/node-elm;NonML;JavaScript,EJS
bailicangdu/vue2-elm;NonML;Vue,JavaScript,SCSS
bailicangdu/vue2-manage;NonML;Vue,JavaScript,Less
bailichen/vue-weixin;NonML;Vue,JavaScript
balde/balde;NonML;C,Makefile,Shell
balderdashy/waterline;NonML;JavaScript
balloob/react-sidebar;NonML;JavaScript
balsikandar/Android-Studio-Plugins;NonML;Java
banago/PHPloy;NonML;PHP,Shell,Batchfile
bang590/JSPatch;NonML;Objective-C,C,C++
banister/binding_of_caller;NonML;Ruby,Shell
barnybug/cli53;NonML;Go,Gherkin,Makefile
barosl/homu;NonML;Python
barryvdh/laravel-cors;NonML;PHP
barryvdh/laravel-snappy;NonML;PHP,Blade
bartblaze/PHP-backdoors;NonML;PHP
barteksc/AndroidPdfViewer;NonML;Java
bartobri/no-more-secrets;NonML;C,Roff,Makefile
bartonhammond/snowflake;NonML;JavaScript,Objective-C,Ruby
baskerville/sxhkd;NonML;C,Objective-C,Makefile
bassjobsen/Bootstrap-3-Typeahead;NonML;JavaScript
basteez/AndroidDrawableFactory;NonML;Java
batiste/sprite.js;NonML;JavaScript,Python
bbc/bbplot;NonML;R
bberak/react-native-game-engine;NonML;JavaScript
bcherny/undux;NonML;TypeScript,JavaScript,Shell
bcicen/slackcat;NonML;Go,Vim script,Makefile
bcosorg/bcos;NonML;C++,C,Java
bdargan/techradar;NonML;JavaScript
be5invis/Sarasa-Gothic;NonML;JavaScript
beamandrew/medical-data;NonML;
bear/parsedatetime;NonML;Python,Makefile
beark/ftl;NonML;C++,C,CMake
beego/admin;NonML;JavaScript,Smarty,Go
beeker1121/goque;NonML;Go
begla/Intrinsic;NonML;C++,CMake,GLSL
bemusic/bemuse;NonML;JavaScript,TypeScript,SCSS
benaadams/Ben.Demystifier;NonML;C#,PowerShell
benawad/fullstack-graphql-airbnb-clone;NonML;TypeScript,Shell,Dockerfile
bendangnuksung/Image-OutPainting;NonML;Jupyter Notebook,Python,Shell
benhamner/Metrics;NonML;Python,MATLAB,R
benhmoore/Knwl.js;NonML;JavaScript,CoffeeScript,Shell
benhowdle89/grade;NonML;JavaScript
benjamine/jsondiffpatch;NonML;JavaScript,Makefile
benjaminoakes/maid;NonML;Ruby,Shell
benrady/shinatra;NonML;Shell
bermanmaxim/LovaszSoftmax;NonML;Jupyter Notebook,Python
bethrobson/Head-First-Design-Patterns;NonML;Java
bevacqua/dragula;NonML;JavaScript,Stylus
bevacqua/horsey;NonML;JavaScript
bevacqua/react-dragula;NonML;JavaScript
bevacqua/woofmark;NonML;JavaScript
beyondcode/laravel-view-xray;NonML;PHP,JavaScript,CoffeeScript
beyondgrep/ack2;NonML;Perl,Prolog,Parrot
bfintal/Counter-Up;NonML;JavaScript
bgrins/TinyColor;NonML;JavaScript
bhauman/devcards;NonML;Clojure,JavaScript
bhollis/jsonview;NonML;TypeScript,JavaScript,Shell
biezhi/java-bible;NonML;JavaScript,Shell
bigeagle/gohop;NonML;Shell,Go
biggora/caminte;NonML;JavaScript,Makefile
bignerdranch/expandable-recycler-view;NonML;Java,Shell
bilibili/DanmakuFlameMaster;NonML;Java
bilibili/MagicaSakura;NonML;Java
bilibili/boxing;NonML;Java
billryan/resume;NonML;Python,Shell,Makefile
billw2/rpi-clone;NonML;Shell
bin456789/Unblock163MusicClient-Xposed;NonML;Java
binarydud/pyres;NonML;Python
binggg/mrn;NonML;JavaScript
bingoogolapple/BGABanner-Android;NonML;Java
bingoogolapple/BGAQRCode-Android;NonML;C,Shell,C++
bingoogolapple/BGASwipeBackLayout-Android;NonML;Java
binux/qiandao;NonML;JavaScript,Python,CoffeeScript
biokoda/actordb;NonML;Erlang,Makefile,C
bitcoin-abe/bitcoin-abe;NonML;Python,JavaScript,Shell
bitly/go-simplejson;NonML;Go
bitly/oauth2_proxy;NonML;Go,Shell
bitovi/documentjs;NonML;JavaScript
bitpay/bitcore-wallet-service;NonML;JavaScript,Shell,Makefile
bitpay/insight;NonML;TypeScript,JavaScript
bitpay/insight-api;NonML;JavaScript
bitrinjani/r2;NonML;TypeScript,JavaScript
bjango/Bjango-Templates;NonML;Shell
blackbbc/Tucao;NonML;Kotlin,Java,Makefile
blasten/turn.js;NonML;JavaScript
blaze/blaze;NonML;Python,Batchfile,Shell
blechschmidt/massdns;NonML;C,Python,Shell
blei-lab/edward;NonML;Jupyter Notebook,Python,Dockerfile
bloomberg/bde;NonML;C++,Perl,C
bluscreenofjeff/Red-Team-Infrastructure-Wiki;NonML;
bmarrdev/android-DecoView-charting;NonML;Java
bmatzelle/gow;NonML;NSIS,Visual Basic,Batchfile
bmfe/eros;NonML;Vue,JavaScript,Shell
bmitch/churn-php;NonML;PHP,Dockerfile,Makefile
boennemann/badges;NonML;CoffeeScript,JavaScript
bokmann/business_time;NonML;Ruby,Shell
boo-lang/boo;NonML;C#,Java,Boo
booleanhunter/ReactJS-AdminLTE;NonML;JavaScript,SCSS,PHP
booncol/Pulsator4Droid;NonML;Java
boramalper/himawaripy;NonML;Python
botui/botui;NonML;JavaScript
box/Anemometer;NonML;JavaScript,PHP,Shell
boylegu/SpringBoot-vue;NonML;Java,Vue,JavaScript
bp74/StageXL;NonML;Dart
bpellin/keepassdroid;NonML;Java,C,Assembly
bradfitz/exp-httpclient;NonML;Go
bradfitz/http2;NonML;Go,Makefile
bradfrost/this-is-responsive;NonML;
brainopia/sidekiq-limit_fetch;NonML;Ruby
brainsik/virtualenv-burrito;NonML;Python,Shell
